trial,T_n,centered_by_n13,zscore
48,1588,-1.7587999999999966,-1.475139966286821
49,1602,-0.35879999999999657,-0.30093257897640852
50,1606,0.041200000000003456,0.034555245969423609
51,1618,1.2412000000000034,1.0410187208069199
52,1608,0.24120000000000347,0.20229915844233967
53,1610,0.44120000000000348,0.37004307091525573
54,1604,-0.15879999999999656,-0.13318866650349245
55,1618,1.2412000000000034,1.0410187208069199
56,1616,1.0412000000000035,0.87327480833400395
57,1596,-0.95879999999999654,-0.80416431639515673
58,1642,3.6412000000000035,3.0539456704819128
59,1588,-1.7587999999999966,-1.475139966286821
60,1612,0.64120000000000343,0.53778698338817177
61,1598,-0.75879999999999659,-0.63642040392224064
62,1590,-1.5587999999999966,-1.3073960538139049
63,1610,0.44120000000000348,0.37004307091525573
64,1604,-0.15879999999999656,-0.13318866650349245
65,1610,0.44120000000000348,0.37004307091525573
66,1610,0.44120000000000348,0.37004307091525573
67,1594,-1.1587999999999965,-0.97190822886807282
68,1614,0.8412000000000035,0.70553089586108786
69,1614,0.8412000000000035,0.70553089586108786
70,1604,-0.15879999999999656,-0.13318866650349245
71,1608,0.24120000000000347,0.20229915844233967
72,1608,0.24120000000000347,0.20229915844233967
73,1600,-0.55879999999999652,-0.46867649144932461
74,1608,0.24120000000000347,0.20229915844233967
75,1610,0.44120000000000348,0.37004307091525573
76,1602,-0.35879999999999657,-0.30093257897640852
77,1590,-1.5587999999999966,-1.3073960538139049
78,1620,1.4412000000000034,1.208762633279836
79,1576,-2.9587999999999965,-2.4816034411243173
80,1602,-0.35879999999999657,-0.30093257897640852
81,1610,0.44120000000000348,0.37004307091525573
82,1602,-0.35879999999999657,-0.30093257897640852
83,1602,-0.35879999999999657,-0.30093257897640852
84,1612,0.64120000000000343,0.53778698338817177
85,1596,-0.95879999999999654,-0.80416431639515673
86,1612,0.64120000000000343,0.53778698338817177
87,1604,-0.15879999999999656,-0.13318866650349245
88,1598,-0.75879999999999659,-0.63642040392224064
89,1622,1.6412000000000035,1.3765065457527521
90,1608,0.24120000000000347,0.20229915844233967
91,1586,-1.9587999999999965,-1.6428838787597371
92,1590,-1.5587999999999966,-1.3073960538139049
93,1606,0.041200000000003456,0.034555245969423609
94,1626,2.0412000000000035,1.7119943706985843
95,1602,-0.35879999999999657,-0.30093257897640852
96,1628,2.2412000000000036,1.8797382831715004
97,1596,-0.95879999999999654,-0.80416431639515673
98,1600,-0.55879999999999652,-0.46867649144932461
99,1584,-2.1587999999999967,-1.8106277912326532
100,1590,-1.5587999999999966,-1.3073960538139049
101,1612,0.64120000000000343,0.53778698338817177
102,1604,-0.15879999999999656,-0.13318866650349245
103,1622,1.6412000000000035,1.3765065457527521
104,1624,1.8412000000000035,1.5442504582256682
105,1614,0.8412000000000035,0.70553089586108786
106,1606,0.041200000000003456,0.034555245969423609
107,1596,-0.95879999999999654,-0.80416431639515673
108,1622,1.6412000000000035,1.3765065457527521
109,1612,0.64120000000000343,0.53778698338817177
110,1608,0.24120000000000347,0.20229915844233967
111,1598,-0.75879999999999659,-0.63642040392224064
112,1604,-0.15879999999999656,-0.13318866650349245
113,1612,0.64120000000000343,0.53778698338817177
114,1612,0.64120000000000343,0.53778698338817177
115,1598,-0.75879999999999659,-0.63642040392224064
116,1624,1.8412000000000035,1.5442504582256682
117,1612,0.64120000000000343,0.53778698338817177
118,1622,1.6412000000000035,1.3765065457527521
119,1600,-0.55879999999999652,-0.46867649144932461
120,1580,-2.5587999999999966,-2.1461156161784851
121,1604,-0.15879999999999656,-0.13318866650349245
122,1620,1.4412000000000034,1.208762633279836
123,1620,1.4412000000000034,1.208762633279836
124,1620,1.4412000000000034,1.208762633279836
125,1598,-0.75879999999999659,-0.63642040392224064
126,1598,-0.75879999999999659,-0.63642040392224064
127,1570,-3.5587999999999966,-2.9848351785430656
128,1590,-1.5587999999999966,-1.3073960538139049
129,1588,-1.7587999999999966,-1.475139966286821
130,1614,0.8412000000000035,0.70553089586108786
131,1624,1.8412000000000035,1.5442504582256682
132,1594,-1.1587999999999965,-0.97190822886807282
133,1594,-1.1587999999999965,-0.97190822886807282
