z,density
2.8296593186372743,0.013852612251842561
2.8456913827655308,0.013401488664453128
2.8617234468937873,0.01295769804977061
2.8777555110220439,0.012522580243189889
2.8937875751503004,0.012097495766446092
2.9098196392785569,0.011683708586237613
2.9258517034068134,0.011282280675849236
2.94188376753507,0.010893985631095162
2.9579158316633265,0.010519246872575029
2.973947895791583,0.0101581038767285
2.9899799599198396,0.0098102075996812903
3.0060120240480961,0.0094748439848334268
3.0220440881763526,0.0091509823675436624
3.0380761523046091,0.0088373438760697941
3.0541082164328657,0.0085324837074099887
3.0701402805611222,0.008234880510534252
3.0861723446893787,0.0079430260620236351
3.1022044088176353,0.007655508937534819
3.1182364729458918,0.0073710868821572854
3.1342685370741483,0.0070887439379774169
3.1503006012024048,0.0068077299462303018
3.1663326653306614,0.0065275816435917339
3.1823647294589179,0.0062481260651558526
3.1983967935871744,0.0059694682220823728
3.214428857715431,0.0056919659471485759
3.2304609218436875,0.0054161953465835097
3.246492985971944,0.0051429104559669609
3.2625250501002006,0.0048730005066825411
3.2785571142284571,0.0046074477351559012
3.2945891783567136,0.0043472879993166746
3.3106212424849701,0.0040935757041403713
3.3266533066132267,0.0038473537766727651
3.3426853707414832,0.0036096287532814196
3.3587174348697397,0.0033813505097920063
3.3747494989979963,0.0031633958152818861
3.3907815631262528,0.0029565547333309373
3.4068136272545093,0.0027615189175919934
3.4228456913827658,0.0025788710198993026
3.4388777555110224,0.0024090747043772629
3.4549098196392789,0.002252465089786793
3.4709418837675354,0.0021092397747034825
3.486973947895792,0.0019794508918482652
3.5030060120240485,0.0018629988543939202
3.519038076152305,0.0017596285756441752
3.5350701402805615,0.0016689289540329976
3.5511022044088181,0.0015903363198455926
3.5671342685370737,0.001523142350780366
3.5831663326653302,0.0014665067010198004
3.5991983967935868,0.0014194742790770494
3.6152304609218433,0.0013809967825771207
3.6312625250500998,0.0013499577830628732
3.6472945891783564,0.0013252003788307173
3.6633266533066129,0.0013055562228233236
3.6793587174348694,0.0012898746043518911
3.6953907815631259,0.0012770502296796592
3.7114228456913825,0.0012660484113540887
3.727454909819639,0.0012559265356135011
3.7434869739478955,0.0012458509192815521
3.7595190380761521,0.001235108473236368
3.7755511022044086,0.001223112934021044
3.7915831663326651,0.0012094057799395361
3.8076152304609217,0.001193652283260523
3.8236472945891782,0.0011756334375553244
3.8396793587174347,0.0011552347144935754
3.8557114228456912,0.0011324327299880011
3.8717434869739478,0.0011072809263135311
3.8877755511022043,0.0010798953052598319
3.9038076152304608,0.0010504410878246163
3.9198396793587174,0.0010191209476074054
3.9358717434869739,0.00098616519407393986
3.9519038076152304,0.00095182399860326298
3.9679358717434869,0.00091636149199522622
3.9839679358717435,0.00088005134563022265
4,0.00084317330262327465
